Speed (mm/s),Flowrate (Hz),deposition_ratio,total_print_deviation
150.0,35.0,0.2333333333333333,15.17070000000001
99.9073510996233,35.10685374119689,0.35205338525010904,14.433700000000002
100.0,35.0,0.35,14.433700000000002
100.1788557004144,34.829355445718484,0.34550120709525056,7.603999999999999
151.92819340135594,34.906821137922705,0.23487857905639184,15.412200000000013
150.0,35.0,0.2333333333333333,15.230800000000002
99.90101789474348,39.053517343387604,0.3843972106617663,11.078399999999988
98.55324006315483,35.336381362210815,0.3510016383947715,7.603999999999999
75.0,35.0,0.4666666666666667,21.3352
124.64424362282676,30.950131638153927,0.24961071635826615,7.232900000000001
100.0,35.0,0.35,15.025799999999997
75.86602799598904,34.93761904484748,0.4669589514077233,18.729000000000013
98.87065464860513,39.13864976365042,0.3950369411569138,5.082999999999998
75.12474564522867,35.05787007002553,0.4668167205803802,18.956000000000003
98.79602789222331,35.01435295372804,0.347944907595405,15.281300000000002
100.0,35.0,0.35,7.603999999999999
99.17190677961223,34.90624302945166,0.3532541237947481,15.28
125.0,31.0,0.248,17.92670000000001
75.0,35.0,0.4666666666666667,18.729000000000013
75.5922346830078,34.93879898241618,0.4612874712791193,21.778800000000004
124.48985124706002,39.074069233068606,0.3143000380684894,5.560400000000001
102.43696118399191,34.91657866905695,0.35062223730336595,11.6413
100.84379066898401,34.92244548240631,0.35072493735241667,15.28
101.643058320547,34.94144696578549,0.34993995388520577,6.3003
98.94815040690652,38.98562438209017,0.39002481584971427,5.4024
75.0,35.0,0.4666666666666667,17.828699999999998
100.0,31.0,0.31,10.547700000000006
100.0,35.0,0.35,10.4283
100.79631130194088,35.139329705410375,0.35059196047190966,13.456899999999996
99.90113469368049,38.82906503663524,0.38842320900119964,5.082999999999998
100.0,35.0,0.35,14.236199999999997
98.32536480629786,35.00482698730707,0.34852236593833663,19.339
101.40713546186504,38.86261490366794,0.3885364248015066,5.082999999999998
101.2006298042668,35.055214243634836,0.3450273206532184,7.603999999999999
101.86454405499256,34.94909424770624,0.3506636226996249,15.203199999999995
75.33406487133607,34.88632377930484,0.4653379783376316,21.3352
126.16654218702824,38.9356322485927,0.3135887343229245,6.448499999999996
100.0,39.0,0.39,5.4024
100.0,35.0,0.35,13.593800000000002
125.35984499136646,39.249459652479345,0.31006867787674475,6.814599999999999
100.0,35.0,0.35,19.339
99.08542671589733,39.02519450885116,0.3900535474070771,11.728399999999992
120.0,35.8,0.32666666666666666,15.339827741935492
147.91615267821402,35.115579232482546,0.22865047441742592,15.231800000000009
100.0,35.0,0.35,8.311
100.0,35.0,0.35,10.275100000000007
99.58137155205362,38.830469601760164,0.3977145762038801,11.92840000000001
100.0,35.0,0.35,14.803600000000005
100.0,35.0,0.35,8.848700000000001
125.40753239651758,30.917360978331207,0.24917213144164008,5.992999999999995
120.0,32.6,0.27999999999999997,18.08738258064517
75.64292377525562,34.991145766805474,0.46827835977190163,18.729000000000013
74.68343098766672,34.963358732585604,0.46206817832721475,19.7808
100.21303513202665,34.965687247848,0.34000837129032263,13.456899999999996
150.0,35.0,0.2333333333333333,15.231800000000009
125.03426691823337,31.113120974050158,0.2520095207861331,17.92670000000001
101.30672340323956,35.10733069703206,0.3491722347936581,14.87360000000001
75.0,35.0,0.4666666666666667,17.03049999999999
100.0,35.0,0.35,11.6413
99.92957408912669,35.024078565192404,0.34547438957064874,10.4283
99.26365960487782,35.27331289950325,0.3531588912507218,24.5867
124.1335527798819,38.83580260653051,0.30882104281726475,5.560400000000001
125.74179727378299,38.97696013373137,0.3110934304076481,17.799300000000002
97.94805996970773,34.93599484374787,0.34671481886836836,14.433700000000002
99.70027876946098,35.00322164389468,0.35341068787308966,6.3003
75.57049988609832,34.98627960254288,0.46672470266606564,18.729000000000013
100.5470795648107,39.227600054208175,0.3862676394943663,11.078399999999988
100.71135977005372,35.005478451209875,0.3497101293890318,12.51060000000001
125.92849113726106,38.97864154161467,0.3096027967288523,6.448499999999996
120.0,37.4,0.32666666666666666,13.325619574468082
100.0,35.0,0.35,13.510599999999997
102.61113218516012,34.891075049752,0.34491188191818256,8.311
101.44799863254882,39.021239181983375,0.38612596765295815,5.082999999999998
75.72970568848154,35.063144049663975,0.4633017777564903,18.777200000000008
100.0,31.0,0.31,9.2102
125.15373784436396,38.736126975835276,0.31689722290404015,6.814599999999999
148.88023800771958,34.96936313186738,0.23044301462654965,15.412200000000013
127.41635958270854,38.95033899536497,0.31289323791355095,17.799300000000002
