Speed (mm/s),Flowrate (cm^3/s),deposition_ratio,total_print_deviation
97.99568135208203,536.1243472838917,5.3522756554086355,11.6413
73.49071816619983,534.9383578224536,7.22086175371178,18.29520000000001
100.0,592.0,5.92,5.4024
100.0,535.0,5.35,13.593800000000002
98.77808797441672,476.9350869949175,4.754920930200721,10.283999999999992
100.0,535.0,5.35,19.339
99.81326567464097,535.0238832734923,5.371648047493757,14.87360000000001
135.0,511.2,3.9226666666666667,16.90613846728973
103.55613086027826,532.9785480547573,5.270212005300563,10.4283
100.0,535.0,5.35,8.311
100.0,535.0,5.35,10.275100000000007
97.87288397354851,479.10632550856263,4.718506658209179,10.547700000000006
100.0,535.0,5.35,14.803600000000005
100.0,535.0,5.35,8.848700000000001
148.3535677009011,533.1088116615337,3.612548412085894,15.41070000000002
153.1730738875393,533.6592097422803,3.4946891786183585,15.176800000000014
150.05959542731352,534.7115477076982,3.537059247093386,15.412200000000013
73.84423433402058,536.0294403863031,7.093759907893703,18.777200000000008
150.0,535.0,3.566666666666667,15.231800000000009
99.58688895541704,535.8602709375044,5.333532081177477,13.593800000000002
99.60251205152876,534.3764196134038,5.560261308977946,14.803600000000005
75.0,535.0,7.133333333333334,17.03049999999999
100.0,535.0,5.35,11.6413
99.07785106798717,538.4743171975005,5.337482225012841,15.281300000000002
125.64754231995346,481.02835473252014,3.9174854947239406,7.172400000000003
100.92861326676487,538.259658625004,5.3226204585547405,15.025799999999997
100.1364209557755,534.1459676897395,5.293907769731271,10.275100000000007
100.9886425278108,533.1088874875768,5.349729368233453,10.275100000000007
74.13828818433011,534.4344253361589,7.181367547142031,11.892200000000004
98.73737221320151,534.9789139329052,5.370475603917289,14.433700000000002
98.69042337052417,533.2298419509225,5.322827607117108,14.3793
101.27246635699841,536.2770233714792,5.249975911369838,10.4283
74.82862393129854,535.2455070524078,7.246178584286704,11.892200000000004
120.0,551.6,4.725333333333333,11.241264304574525
100.0,535.0,5.35,13.510599999999997
123.85112634587557,588.571316388917,4.821029987549321,5.560400000000001
101.12259000175543,534.7692771490176,5.417551408056893,13.510599999999997
100.38080226625137,537.5126596978821,5.302901252425896,14.0736
100.0,478.0,4.78,9.2102
100.06508541659836,595.069403123547,5.9874804978585985,10.829800000000006
99.17643107326049,536.2836824369025,5.3070823313355096,14.803600000000005
101.7374569587875,477.88381547086175,4.802562413476166,9.624799999999992
